,year,coal,naturalGas,nuclear,petroleum,State
0,2020,2.36,3.65,0.67,,AL
1,2019,2.59,4.04,0.7,19.27,AL
2,2018,2.54,4.49,0.74,20.51,AL
3,2017,2.42,4.41,0.74,18.0,AL
4,2016,2.5,3.9,0.69,15.84,AL
5,2015,2.65,4.15,0.73,18.07,AL
6,2014,2.91,5.79,0.8,25.64,AL
7,2013,3.06,5.35,0.83,26.71,AL
8,2012,3.31,4.28,0.76,27.23,AL
9,2011,3.09,5.72,0.67,26.72,AL
10,2010,2.97,6.65,0.63,21.14,AL
11,2009,2.81,6.64,0.56,17.64,AL
12,2008,2.8,11.23,0.47,24.68,AL
13,2007,2.17,9.03,0.42,19.88,AL
14,2006,2.2,9.78,0.41,18.14,AL
15,2005,1.89,10.49,0.42,16.07,AL
16,2004,1.57,7.84,0.43,12.58,AL
17,2003,1.49,7.3,0.42,10.46,AL
18,2002,1.45,5.55,0.43,9.29,AL
19,2001,1.44,7.22,0.47,9.9,AL
20,2000,1.44,5.32,0.5,10.19,AL
21,1999,1.5,4.34,0.53,7.94,AL
22,1998,1.59,4.24,0.63,7.36,AL
23,1997,1.57,4.68,0.59,8.35,AL
24,1996,1.58,4.5,0.53,8.2,AL
25,1995,1.59,3.84,0.51,7.69,AL
26,1994,1.68,4.32,0.7,7.46,AL
27,1993,1.75,4.27,0.67,7.62,AL
28,1992,1.72,4.05,0.75,7.59,AL
29,1991,1.8,4.07,0.71,7.66,AL
30,1990,1.82,4.05,0.56,7.98,AL
31,1989,1.83,3.91,0.6,7.06,AL
32,1988,1.87,4.03,0.65,6.42,AL
33,1987,1.87,4.27,0.69,6.53,AL
34,1986,1.88,4.5,0.7,6.39,AL
35,1985,2.01,4.73,0.77,7.87,AL
36,1984,2.01,4.84,0.64,7.9,AL
37,1983,2.01,4.89,0.45,7.94,AL
38,1982,2.05,4.39,0.42,8.71,AL
39,1981,1.93,3.49,0.43,9.21,AL
40,1980,1.69,2.9,0.33,7.85,AL
41,1979,1.57,2.63,0.24,5.53,AL
42,1978,1.46,1.97,0.27,3.95,AL
43,1977,1.37,1.63,0.18,3.81,AL
44,1976,1.16,1.41,0.15,3.53,AL
45,1975,1.1,0.96,0.14,3.31,AL
46,1974,0.9,0.83,0.12,3.13,AL
47,1973,0.48,0.7,0.11,2.3,AL
48,1972,0.43,0.63,0.0,2.18,AL
49,1971,0.39,0.58,0.0,2.16,AL
50,1970,0.32,0.52,0.0,2.09,AL
0,2020,6.77,9.4,0.0,,AK
1,2019,6.46,8.98,0.0,20.05,AK
2,2018,6.49,8.9,0.0,21.34,AK
3,2017,6.43,8.82,0.0,17.18,AK
4,2016,6.0,7.95,0.0,15.2,AK
5,2015,5.03,7.27,0.0,18.43,AK
6,2014,4.87,6.99,0.0,26.09,AK
7,2013,4.9,6.78,0.0,26.82,AK
8,2012,4.06,6.26,0.0,27.55,AK
9,2011,3.85,6.61,0.0,26.93,AK
10,2010,3.43,6.41,0.0,20.84,AK
11,2009,3.61,7.42,0.0,17.55,AK
12,2008,3.01,6.5,0.0,25.31,AK
13,2007,2.34,5.76,0.0,18.09,AK
14,2006,2.13,4.67,0.0,16.92,AK
15,2005,2.01,3.97,0.0,14.49,AK
16,2004,1.97,3.34,0.0,11.09,AK
17,2003,2.0,3.02,0.0,8.4,AK
18,2002,1.94,2.65,0.0,7.32,AK
19,2001,1.89,2.58,0.0,7.99,AK
20,2000,1.87,1.97,0.0,8.54,AK
21,1999,2.12,1.92,0.0,6.07,AK
22,1998,2.06,2.02,0.0,5.54,AK
23,1997,2.18,2.08,0.0,6.98,AK
24,1996,2.05,1.92,0.0,7.12,AK
25,1995,2.05,1.88,0.0,6.62,AK
26,1994,2.19,1.86,0.0,6.44,AK
27,1993,3.26,1.88,0.0,6.75,AK
28,1992,3.11,1.74,0.0,6.77,AK
29,1991,3.36,1.83,0.0,6.71,AK
30,1990,3.65,1.95,0.0,7.56,AK
31,1989,1.95,1.81,0.0,6.22,AK
32,1988,2.64,1.7,0.0,5.52,AK
33,1987,2.0,1.42,0.0,5.12,AK
34,1986,3.07,1.48,0.0,4.91,AK
35,1985,2.89,1.23,0.0,7.03,AK
36,1984,2.89,1.24,0.0,7.38,AK
37,1983,2.94,1.19,0.0,7.67,AK
38,1982,3.31,0.92,0.0,8.1,AK
39,1981,3.48,0.73,0.0,8.6,AK
40,1980,1.91,0.62,0.0,7.05,AK
41,1979,1.31,1.04,0.0,5.1,AK
42,1978,1.29,1.07,0.0,3.72,AK
43,1977,1.35,1.08,0.0,3.52,AK
44,1976,1.31,0.96,0.0,3.26,AK
45,1975,1.4,0.89,0.0,3.0,AK
46,1974,1.05,0.76,0.0,2.59,AK
47,1973,1.02,0.74,0.0,1.58,AK
48,1972,0.87,0.81,0.0,1.42,AK
49,1971,0.85,0.77,0.0,1.35,AK
50,1970,0.93,0.67,0.0,1.33,AK
0,2020,2.18,3.66,0.7,,AZ
1,2019,2.57,3.63,0.73,22.66,AZ
2,2018,2.44,4.71,0.68,22.89,AZ
3,2017,2.24,5.54,0.74,19.57,AZ
4,2016,2.14,5.03,0.83,17.33,AZ
5,2015,2.08,5.5,0.77,19.89,AZ
6,2014,2.11,7.14,0.82,25.94,AZ
7,2013,2.08,6.19,0.92,26.81,AZ
8,2012,2.09,5.52,0.89,27.7,AZ
9,2011,1.99,7.45,0.82,26.56,AZ
10,2010,1.81,6.86,0.69,21.24,AZ
11,2009,1.83,6.38,0.59,17.82,AZ
12,2008,1.76,9.75,0.56,24.95,AZ
13,2007,1.61,8.44,0.57,20.7,AZ
14,2006,1.45,8.12,0.63,19.4,AZ
15,2005,1.42,8.83,0.55,17.42,AZ
16,2004,1.31,6.78,0.45,14.15,AZ
17,2003,1.28,6.39,0.42,11.91,AZ
18,2002,1.27,5.48,0.42,9.67,AZ
19,2001,1.27,6.18,0.46,10.4,AZ
20,2000,1.26,5.95,0.44,10.92,AZ
21,1999,1.35,4.95,0.45,8.53,AZ
22,1998,1.35,4.92,0.47,7.83,AZ
23,1997,1.45,4.93,0.49,9.29,AZ
24,1996,1.47,4.88,0.49,9.4,AZ
25,1995,1.42,4.63,0.49,8.52,AZ
26,1994,1.4,4.64,0.57,8.52,AZ
27,1993,1.38,4.86,0.58,8.6,AZ
28,1992,1.4,4.57,0.55,8.14,AZ
29,1991,1.43,4.58,0.7,7.81,AZ
30,1990,1.45,4.52,0.72,8.39,AZ
31,1989,1.38,3.92,0.85,7.39,AZ
32,1988,1.42,4.45,0.77,6.61,AZ
33,1987,1.33,4.1,0.82,7.01,AZ
34,1986,1.42,4.12,0.65,6.55,AZ
35,1985,1.36,4.92,0.65,8.18,AZ
36,1984,1.29,5.1,0.0,8.03,AZ
37,1983,1.31,4.99,0.0,8.13,AZ
38,1982,1.27,4.43,0.0,9.19,AZ
39,1981,1.09,3.18,0.0,9.5,AZ
40,1980,1.01,2.86,0.0,8.14,AZ
41,1979,0.91,2.4,0.0,5.43,AZ
42,1978,0.53,1.82,0.0,4.1,AZ
43,1977,0.54,1.61,0.0,3.83,AZ
44,1976,0.27,1.27,0.0,3.67,AZ
45,1975,0.23,1.01,0.0,3.45,AZ
46,1974,0.17,0.75,0.0,2.93,AZ
47,1973,0.33,0.65,0.0,2.04,AZ
48,1972,0.33,0.58,0.0,1.98,AZ
49,1971,0.25,0.58,0.0,2.05,AZ
50,1970,0.21,0.54,0.0,1.96,AZ
0,2020,1.91,5.3,0.59,,AR
1,2019,1.99,5.2,0.68,19.38,AR
2,2018,1.99,5.86,0.81,20.66,AR
3,2017,2.04,5.95,0.83,18.08,AR
4,2016,2.19,5.18,0.67,15.91,AR
5,2015,2.28,6.19,0.82,18.18,AR
6,2014,2.42,7.49,0.83,25.8,AR
7,2013,2.41,6.63,0.61,26.93,AR
8,2012,2.27,5.53,0.77,27.57,AR
9,2011,1.93,7.36,0.77,26.94,AR
10,2010,1.74,7.23,0.73,21.27,AR
11,2009,1.73,7.81,0.66,17.39,AR
12,2008,1.78,10.72,0.54,25.9,AR
13,2007,1.65,9.27,0.57,20.85,AR
14,2006,1.51,9.06,0.53,18.76,AR
15,2005,1.5,9.94,0.52,16.77,AR
16,2004,1.25,8.33,0.49,13.03,AR
17,2003,1.22,6.76,0.49,10.76,AR
18,2002,0.88,5.91,0.49,9.53,AR
19,2001,0.91,6.92,0.51,10.03,AR
20,2000,1.43,5.45,0.52,10.35,AR
21,1999,1.47,4.07,0.51,7.75,AR
22,1998,1.48,3.95,0.5,7.37,AR
23,1997,1.64,4.3,0.49,8.57,AR
24,1996,1.51,3.79,0.51,8.77,AR
25,1995,1.62,3.07,0.52,7.96,AR
26,1994,1.61,3.69,0.48,7.95,AR
27,1993,1.71,3.78,0.56,8.07,AR
28,1992,1.66,3.44,0.64,8.19,AR
29,1991,1.61,3.36,0.7,8.47,AR
30,1990,1.62,3.27,0.73,8.53,AR
31,1989,1.64,3.39,0.75,7.22,AR
32,1988,1.6,3.43,0.74,6.64,AR
33,1987,1.57,3.34,0.75,6.89,AR
34,1986,1.58,3.53,0.71,6.43,AR
35,1985,1.6,3.83,0.77,7.9,AR
36,1984,1.83,3.92,0.78,7.79,AR
37,1983,1.74,3.75,0.75,7.79,AR
38,1982,1.77,3.4,0.67,8.68,AR
39,1981,1.59,2.81,0.65,8.89,AR
40,1980,1.43,2.27,0.54,7.6,AR
41,1979,1.24,1.5,0.31,4.94,AR
42,1978,1.21,1.43,0.24,3.66,AR
43,1977,1.34,1.42,0.22,3.58,AR
44,1976,1.47,0.93,0.22,3.44,AR
45,1975,1.22,0.79,0.24,3.33,AR
46,1974,0.91,0.6,0.25,2.92,AR
47,1973,0.64,0.49,0.0,2.03,AR
48,1972,0.46,0.44,0.0,1.87,AR
49,1971,0.42,0.4,0.0,2.0,AR
50,1970,0.0,0.38,0.0,1.98,AR
0,2020,3.54,7.82,0.65,,CA
1,2019,3.41,7.81,0.67,25.25,CA
2,2018,3.53,7.42,0.68,25.02,CA
3,2017,3.78,7.22,0.67,21.12,CA
4,2016,3.38,6.6,0.65,18.81,CA
5,2015,3.57,6.18,0.65,22.06,CA
6,2014,3.43,7.37,0.65,28.04,CA
7,2013,3.39,6.52,0.71,28.98,CA
8,2012,3.05,5.72,0.73,29.89,CA
9,2011,3.13,7.08,0.67,28.48,CA
10,2010,2.94,6.97,0.58,22.58,CA
11,2009,2.66,6.38,0.54,18.18,CA
12,2008,2.67,10.07,0.48,24.93,CA
13,2007,2.47,8.61,0.47,20.22,CA
14,2006,2.16,8.83,0.45,18.82,CA
15,2005,1.91,9.57,0.44,16.56,CA
16,2004,1.82,7.61,0.47,13.89,CA
17,2003,1.71,7.04,0.46,11.53,CA
18,2002,1.71,5.1,0.49,9.42,CA
19,2001,1.46,8.78,0.43,10.13,CA
20,2000,1.57,6.54,0.45,10.49,CA
21,1999,1.63,4.25,0.42,8.52,CA
22,1998,1.67,4.39,0.45,7.29,CA
23,1997,1.7,4.69,0.45,8.47,CA
24,1996,1.66,4.32,0.44,8.09,CA
25,1995,1.66,4.22,0.43,7.4,CA
26,1994,1.7,4.13,0.47,7.31,CA
27,1993,1.68,4.02,0.44,7.54,CA
28,1992,1.67,3.97,0.55,7.62,CA
29,1991,1.82,4.34,0.67,6.97,CA
30,1990,1.89,4.2,0.72,7.31,CA
31,1989,1.88,4.0,0.85,6.37,CA
32,1988,1.94,4.05,0.9,5.88,CA
33,1987,2.09,3.77,0.99,5.94,CA
34,1986,2.26,4.02,0.97,5.75,CA
35,1985,2.26,5.01,0.96,7.46,CA
36,1984,2.4,5.42,1.11,7.51,CA
37,1983,2.37,5.31,1.07,7.8,CA
38,1982,2.19,4.7,0.77,8.85,CA
39,1981,2.16,3.88,0.85,8.82,CA
40,1980,1.91,3.54,0.49,7.42,CA
41,1979,1.69,2.47,0.37,5.22,CA
42,1978,1.59,2.03,0.29,3.94,CA
43,1977,1.47,1.91,0.28,3.73,CA
44,1976,1.43,1.55,0.28,3.61,CA
45,1975,1.32,1.25,0.21,3.56,CA
46,1974,1.29,0.92,0.12,3.22,CA
47,1973,0.61,0.72,0.18,2.03,CA
48,1972,0.52,0.65,0.19,1.88,CA
49,1971,0.47,0.62,0.19,1.85,CA
50,1970,0.46,0.56,0.19,1.8,CA
0,2020,1.71,4.88,0.0,,CO
1,2019,1.76,5.35,0.0,20.35,CO
2,2018,1.65,5.47,0.0,21.35,CO
3,2017,1.78,5.79,0.0,18.54,CO
4,2016,1.87,5.24,0.0,16.29,CO
5,2015,1.85,6.02,0.0,18.58,CO
6,2014,1.95,7.11,0.0,26.32,CO
7,2013,1.93,6.38,0.0,26.84,CO
8,2012,1.86,6.32,0.0,27.41,CO
9,2011,1.73,6.79,0.0,26.83,CO
10,2010,1.59,6.6,0.0,20.96,CO
11,2009,1.6,6.64,0.0,17.56,CO
12,2008,1.46,8.5,0.0,25.27,CO
13,2007,1.27,6.8,0.0,20.89,CO
14,2006,1.3,9.24,0.0,19.18,CO
15,2005,1.07,8.74,0.0,16.81,CO
16,2004,0.99,7.03,0.0,13.14,CO
17,2003,0.98,5.35,0.0,11.25,CO
18,2002,0.96,4.57,0.0,10.24,CO
19,2001,0.93,6.65,0.0,11.0,CO
20,2000,0.93,5.22,0.0,10.89,CO
21,1999,0.99,4.22,0.0,8.53,CO
22,1998,0.99,4.02,0.0,7.69,CO
23,1997,1.02,4.05,0.0,9.21,CO
24,1996,1.03,3.57,0.0,9.08,CO
25,1995,1.06,3.87,0.0,8.36,CO
26,1994,1.07,3.96,0.0,8.25,CO
27,1993,1.11,3.72,0.0,8.12,CO
28,1992,1.11,3.64,0.0,8.16,CO
29,1991,1.1,3.69,0.0,8.12,CO
30,1990,1.07,3.87,0.0,8.24,CO
31,1989,1.08,3.81,0.28,7.23,CO
32,1988,1.08,3.95,0.29,6.38,CO
33,1987,1.13,4.26,0.28,6.6,CO
34,1986,1.18,4.54,0.27,6.16,CO
35,1985,1.17,4.71,0.0,8.08,CO
36,1984,1.15,4.86,0.26,7.96,CO
37,1983,1.13,5.05,0.23,8.07,CO
38,1982,1.15,4.56,0.21,8.99,CO
39,1981,1.09,3.84,0.18,9.16,CO
40,1980,1.0,2.98,0.21,7.95,CO
41,1979,0.92,2.47,0.23,5.63,CO
42,1978,0.81,1.89,0.21,4.07,CO
43,1977,0.77,1.52,0.19,3.99,CO
44,1976,0.7,1.15,0.0,3.71,CO
45,1975,0.68,0.98,0.0,3.55,CO
46,1974,0.61,0.72,0.0,3.17,CO
47,1973,0.39,0.59,0.0,2.28,CO
48,1972,0.38,0.54,0.0,2.0,CO
49,1971,0.35,0.51,0.0,2.05,CO
50,1970,0.34,0.48,0.0,1.88,CO
0,2020,3.11,5.98,0.62,,CT
1,2019,3.35,7.03,0.65,21.44,CT
2,2018,3.87,7.47,0.68,22.57,CT
3,2017,4.34,7.47,0.71,20.05,CT
4,2016,4.07,6.54,0.71,17.9,CT
5,2015,3.47,7.11,0.72,20.25,CT
6,2014,4.27,9.1,0.72,28.42,CT
7,2013,4.21,8.16,0.77,29.31,CT
8,2012,3.59,7.05,0.73,30.09,CT
9,2011,3.68,7.79,0.67,28.71,CT
10,2010,3.45,8.86,0.64,22.62,CT
11,2009,3.48,8.76,0.55,19.16,CT
12,2008,3.12,13.26,0.47,26.25,CT
13,2007,2.85,11.06,0.47,21.17,CT
14,2006,2.71,11.2,0.43,19.27,CT
15,2005,2.73,12.04,0.41,16.05,CT
16,2004,2.38,9.93,0.41,13.2,CT
17,2003,2.41,9.29,0.42,11.21,CT
18,2002,1.99,6.39,0.42,9.82,CT
19,2001,1.67,7.7,0.42,9.93,CT
20,2000,1.53,7.11,0.47,10.18,CT
21,1999,1.7,6.11,0.53,7.67,CT
22,1998,1.81,6.39,0.44,7.14,CT
23,1997,1.91,6.51,0.0,8.35,CT
24,1996,1.91,6.84,0.56,8.7,CT
25,1995,1.89,6.22,0.56,8.2,CT
26,1994,1.79,6.62,0.56,7.93,CT
27,1993,1.72,6.7,0.6,7.76,CT
28,1992,1.97,6.46,0.71,7.63,CT
29,1991,2.17,6.08,0.8,7.55,CT
30,1990,2.14,6.12,0.84,7.69,CT
31,1989,2.15,6.21,0.89,6.64,CT
32,1988,2.3,6.04,0.86,6.17,CT
33,1987,2.44,5.94,0.92,6.04,CT
34,1986,2.3,6.86,0.91,5.71,CT
35,1985,2.37,7.2,0.91,7.46,CT
36,1984,2.86,7.0,0.9,7.47,CT
37,1983,2.33,7.73,0.76,7.48,CT
38,1982,2.52,7.17,0.53,7.98,CT
39,1981,2.51,5.86,0.45,8.67,CT
40,1980,2.26,4.97,0.38,7.08,CT
41,1979,1.67,4.08,0.31,5.16,CT
42,1978,1.82,3.89,0.22,3.58,CT
43,1977,1.78,3.75,0.27,3.49,CT
44,1976,1.64,3.14,0.26,3.16,CT
45,1975,2.02,2.86,0.29,3.07,CT
46,1974,1.23,2.35,0.2,2.91,CT
47,1973,1.1,1.85,0.22,1.72,CT
48,1972,0.81,1.74,0.15,1.52,CT
49,1971,0.58,1.71,0.15,1.53,CT
50,1970,0.48,1.57,0.13,1.39,CT
0,2020,2.38,7.33,0.0,,DE
1,2019,2.57,7.27,0.0,20.77,DE
2,2018,2.64,7.25,0.0,21.81,DE
3,2017,2.69,6.4,0.0,19.49,DE
4,2016,2.86,5.29,0.0,16.98,DE
5,2015,2.93,6.53,0.0,19.24,DE
6,2014,3.08,7.82,0.0,26.73,DE
7,2013,3.2,7.81,0.0,27.48,DE
8,2012,3.35,7.43,0.0,27.67,DE
9,2011,3.41,8.92,0.0,26.83,DE
10,2010,3.35,9.37,0.0,21.05,DE
11,2009,3.26,12.83,0.0,17.84,DE
12,2008,3.53,12.8,0.0,23.99,DE
13,2007,2.37,10.84,0.0,19.55,DE
14,2006,2.32,12.31,0.0,18.24,DE
15,2005,2.11,11.49,0.0,15.21,DE
16,2004,2.18,8.66,0.0,12.31,DE
17,2003,1.88,7.53,0.0,9.96,DE
18,2002,1.59,6.48,0.0,8.59,DE
19,2001,2.08,6.68,0.0,8.74,DE
20,2000,1.5,5.69,0.0,9.53,DE
21,1999,1.56,4.57,0.0,6.81,DE
22,1998,1.54,4.94,0.0,6.38,DE
23,1997,1.55,4.9,0.0,7.25,DE
24,1996,1.57,4.35,0.0,7.12,DE
25,1995,1.58,3.3,0.0,6.99,DE
26,1994,1.59,3.95,0.0,6.18,DE
27,1993,1.66,4.04,0.0,5.83,DE
28,1992,1.7,3.82,0.0,5.71,DE
29,1991,1.74,3.45,0.0,6.37,DE
30,1990,1.75,3.83,0.0,6.58,DE
31,1989,1.75,4.05,0.0,6.12,DE
32,1988,1.76,4.04,0.0,5.42,DE
33,1987,1.77,3.93,0.0,5.59,DE
34,1986,1.87,4.43,0.0,5.28,DE
35,1985,1.87,4.87,0.0,7.39,DE
36,1984,1.93,4.82,0.0,7.19,DE
37,1983,1.96,4.81,0.0,7.23,DE
38,1982,2.07,4.84,0.0,7.22,DE
39,1981,1.98,4.25,0.0,7.46,DE
40,1980,1.57,3.37,0.0,6.03,DE
41,1979,1.35,2.87,0.0,4.51,DE
42,1978,1.29,3.13,0.0,3.21,DE
43,1977,1.1,2.79,0.0,3.09,DE
44,1976,1.02,1.91,0.0,2.83,DE
45,1975,1.16,1.8,0.0,2.78,DE
46,1974,1.1,1.49,0.0,2.49,DE
47,1973,0.57,1.2,0.0,1.45,DE
48,1972,0.54,1.12,0.0,1.36,DE
49,1971,0.52,0.97,0.0,1.41,DE
50,1970,0.39,0.91,0.0,1.29,DE
0,2020,2.54,3.87,0.54,,FL
1,2019,2.91,4.42,0.53,18.77,FL
2,2018,2.94,5.01,0.63,19.87,FL
3,2017,2.98,4.82,0.69,17.7,FL
4,2016,3.03,4.39,0.65,15.57,FL
5,2015,3.11,4.91,0.66,17.6,FL
6,2014,3.33,6.04,0.74,25.02,FL
7,2013,3.44,5.59,0.77,26.09,FL
8,2012,3.51,5.27,0.71,26.65,FL
9,2011,3.55,6.33,0.77,25.75,FL
10,2010,3.48,6.91,0.68,19.82,FL
11,2009,3.4,8.13,0.65,16.83,FL
12,2008,2.99,10.6,0.5,23.94,FL
13,2007,2.58,9.56,0.51,18.56,FL
14,2006,2.59,9.13,0.52,16.84,FL
15,2005,2.33,9.07,0.47,14.28,FL
16,2004,1.93,7.05,0.44,11.07,FL
17,2003,1.76,6.43,0.42,9.35,FL
18,2002,1.76,4.71,0.41,8.12,FL
19,2001,1.72,5.7,0.41,8.17,FL
20,2000,1.57,5.01,0.44,8.84,FL
21,1999,1.59,3.63,0.43,6.53,FL
22,1998,1.65,3.49,0.48,5.77,FL
23,1997,1.73,3.78,0.5,7.22,FL
24,1996,1.74,3.72,0.51,7.36,FL
25,1995,1.79,2.83,0.53,6.73,FL
26,1994,1.78,3.03,0.62,6.22,FL
27,1993,1.78,3.36,0.63,6.18,FL
28,1992,1.83,2.99,0.62,6.38,FL
29,1991,1.86,2.85,0.66,6.42,FL
30,1990,1.85,3.21,0.64,6.96,FL
31,1989,1.79,3.03,0.66,5.99,FL
32,1988,1.78,2.8,0.94,5.5,FL
33,1987,1.82,3.21,0.69,5.82,FL
34,1986,1.93,2.76,0.73,5.3,FL
35,1985,2.12,3.73,0.65,7.49,FL
36,1984,2.16,3.78,0.6,7.44,FL
37,1983,2.17,3.27,0.49,7.22,FL
38,1982,2.15,3.02,0.51,7.86,FL
39,1981,2.01,2.54,0.37,7.91,FL
40,1980,1.8,2.19,0.35,6.64,FL
41,1979,1.62,1.8,0.26,4.81,FL
42,1978,1.47,1.32,0.19,3.53,FL
43,1977,1.27,1.24,0.19,3.34,FL
44,1976,1.1,1.11,0.19,3.05,FL
45,1975,1.01,1.0,0.17,2.99,FL
46,1974,0.74,0.81,0.16,2.77,FL
47,1973,0.51,0.65,0.16,1.72,FL
48,1972,0.43,0.57,0.39,1.53,FL
49,1971,0.34,0.53,0.0,1.5,FL
50,1970,0.31,0.49,0.0,1.51,FL
0,2020,2.74,5.01,0.77,,GA
1,2019,2.74,5.4,0.77,18.59,GA
2,2018,2.78,6.16,0.79,19.75,GA
3,2017,2.79,6.21,0.8,17.48,GA
4,2016,2.82,5.41,0.81,15.52,GA
5,2015,2.96,5.77,0.75,17.63,GA
6,2014,3.15,7.54,0.86,25.03,GA
7,2013,3.22,7.06,0.87,25.81,GA
8,2012,3.51,6.23,0.83,26.2,GA
9,2011,3.78,7.98,0.75,25.29,GA
10,2010,3.9,8.66,0.63,19.8,GA
11,2009,3.63,8.78,0.52,16.3,GA
12,2008,3.09,13.01,0.46,24.08,GA
13,2007,2.63,10.86,0.49,19.07,GA
14,2006,2.44,11.56,0.44,17.54,GA
15,2005,2.21,12.45,0.44,15.59,GA
16,2004,1.82,9.77,0.43,12.08,GA
17,2003,1.73,8.69,0.44,9.98,GA
18,2002,1.7,6.68,0.45,8.64,GA
19,2001,1.68,7.56,0.44,9.03,GA
20,2000,1.55,6.24,0.45,9.57,GA
21,1999,1.56,3.59,0.46,6.98,GA
22,1998,1.56,4.92,0.47,6.31,GA
23,1997,1.6,5.53,0.49,7.38,GA
24,1996,1.59,5.29,0.51,7.5,GA
25,1995,1.68,4.51,0.55,6.9,GA
26,1994,1.7,5.22,0.58,6.77,GA
27,1993,1.78,5.18,0.54,6.77,GA
28,1992,1.8,4.69,0.59,6.86,GA
29,1991,1.8,4.65,0.73,7.26,GA
30,1990,1.79,4.8,0.87,7.44,GA
31,1989,1.75,4.76,1.0,6.46,GA
32,1988,1.75,4.72,1.01,5.81,GA
33,1987,1.79,4.78,0.94,6.02,GA
34,1986,1.81,4.95,0.84,5.79,GA
35,1985,1.88,5.25,0.72,7.56,GA
36,1984,1.92,5.24,0.6,7.67,GA
37,1983,1.89,5.08,0.52,7.85,GA
38,1982,1.86,4.5,0.43,8.94,GA
39,1981,1.71,3.83,0.39,9.45,GA
40,1980,1.5,3.06,0.45,8.03,GA
41,1979,1.38,2.4,0.4,5.52,GA
42,1978,1.26,1.97,0.33,4.16,GA
43,1977,1.11,1.65,0.28,4.01,GA
44,1976,0.99,1.32,0.13,3.71,GA
45,1975,0.95,1.02,0.13,3.65,GA
46,1974,0.8,0.87,0.11,3.27,GA
47,1973,0.44,0.79,0.0,2.14,GA
48,1972,0.45,0.73,0.0,1.99,GA
49,1971,0.44,0.66,0.0,2.03,GA
50,1970,0.39,0.58,0.0,1.93,GA
0,2020,3.46,30.63,0.0,,HI
1,2019,3.51,34.13,0.0,18.7,HI
2,2018,3.28,34.29,0.0,19.56,HI
3,2017,3.08,30.06,0.0,16.17,HI
4,2016,3.09,27.31,0.0,14.31,HI
5,2015,3.3,31.65,0.0,16.71,HI
6,2014,2.59,41.67,0.0,24.38,HI
7,2013,2.12,41.19,0.0,25.76,HI
8,2012,2.01,44.19,0.0,26.64,HI
9,2011,1.83,43.43,0.0,25.46,HI
10,2010,2.32,35.29,0.0,19.08,HI
11,2009,2.33,28.82,0.0,15.1,HI
12,2008,2.29,36.73,0.0,22.75,HI
13,2007,1.94,26.83,0.0,17.0,HI
14,2006,1.72,27.54,0.0,16.0,HI
15,2005,1.49,24.3,0.0,13.79,HI
16,2004,1.87,20.33,0.0,10.5,HI
17,2003,2.85,19.03,0.0,8.84,HI
18,2002,1.65,16.67,0.0,7.48,HI
19,2001,1.23,16.85,0.0,8.07,HI
20,2000,1.49,16.18,0.0,8.05,HI
21,1999,1.46,13.54,0.0,6.06,HI
22,1998,1.46,13.71,0.0,5.6,HI
23,1997,1.59,15.88,0.0,6.48,HI
24,1996,1.55,14.66,0.0,6.65,HI
25,1995,1.48,13.3,0.0,5.9,HI
26,1994,1.37,12.68,0.0,5.74,HI
27,1993,1.35,13.05,0.0,5.97,HI
28,1992,1.36,13.33,0.0,5.54,HI
29,1991,1.75,14.16,0.0,5.92,HI
30,1990,1.81,12.24,0.0,6.4,HI
31,1989,1.76,11.41,0.0,5.38,HI
32,1988,1.8,11.52,0.0,4.83,HI
33,1987,1.95,11.89,0.0,5.21,HI
34,1986,2.36,11.96,0.0,5.05,HI
35,1985,2.3,14.2,0.0,6.79,HI
36,1984,1.87,16.91,0.0,7.16,HI
37,1983,2.11,15.1,0.0,7.34,HI
38,1982,2.07,15.02,0.0,7.88,HI
39,1981,0.0,15.76,0.0,7.97,HI
40,1980,0.0,13.06,0.0,6.16,HI
41,1979,0.0,0.0,0.0,4.21,HI
42,1978,0.0,0.0,0.0,3.23,HI
43,1977,0.0,0.0,0.0,2.96,HI
44,1976,0.0,0.0,0.0,2.68,HI
45,1975,0.0,0.0,0.0,2.52,HI
46,1974,0.0,0.0,0.0,1.99,HI
47,1973,0.0,0.0,0.0,1.33,HI
48,1972,0.0,0.0,0.0,1.14,HI
49,1971,0.0,0.0,0.0,1.12,HI
50,1970,0.0,0.0,0.0,1.08,HI
0,2020,2.24,4.41,0.0,,ID
1,2019,2.51,4.64,0.0,22.15,ID
2,2018,2.34,4.91,0.0,23.31,ID
3,2017,2.25,5.29,0.0,20.09,ID
4,2016,2.24,5.53,0.0,17.44,ID
5,2015,3.18,5.76,0.0,19.76,ID
6,2014,3.26,6.79,0.0,27.71,ID
7,2013,2.73,6.14,0.0,28.21,ID
8,2012,3.04,6.43,0.0,28.72,ID
9,2011,2.53,7.5,0.0,28.09,ID
10,2010,2.35,7.4,0.0,22.43,ID
11,2009,2.55,8.92,0.0,18.51,ID
12,2008,2.5,9.68,0.0,25.19,ID
13,2007,2.06,9.53,0.0,21.12,ID
14,2006,1.99,10.07,0.0,19.13,ID
15,2005,1.8,8.66,0.0,17.07,ID
16,2004,1.75,7.19,0.0,13.65,ID
17,2003,1.75,6.16,0.0,11.81,ID
18,2002,1.71,7.18,0.0,9.53,ID
19,2001,1.69,6.88,0.0,10.42,ID
